	title	sentences	label	language	index	checkSent	checkLabs
4539	La filosofía de un marginal : el rastro bergsoniano en las nouvelles de Felisberto Hernández	"This work analyzes the philosophical basis of Felisberto Hernández' writings, with a focus on the influence of Henri Bergson's philosophy on the two short novels from his ""memorialist"" period: ""Por los tiempos de Clemente Colling"" and ""El caballo perdido"". These stories unveil a deeply philosophical dimension, scarcely exploited in literary works, by giving a fundamental role to subjectivity, understood as the only possible means of knowledge, and allowing space for inner dialogue and the analysis of memories, for descriptions of impressions and perceptions, and for reflections on the limitations of knowledge. This analysis considers the proximity of many of the traits of Hernández's writing style, such as automatism or animism, to Bergson's theories of perception and memory. Secondly, it posits that this philosophical foundation strongly contributes to explain both the uniqueness of his literary style and his modest success among the general public."	Henri Bergson , Philosophy and literature , Henri Bergson , Twentieth Century Uruguayan Literature , Memory and perception , Subjectivity	en	22483	Y	PP , Y , PP , Y , Y , PP , 
759	Investigating why dissemination of scientific evidence fails to persuade antivaxxers : a transdisciplinary review	La plupart des Américains ne sont pas préoccupés par les vaccins. Cependant, minorité petite mais vocale l’est, et un nombre croissant de parents américains reçoivent des exemptions de vaccination pour leurs enfants sur la base de la religion ou de «convictions personnelles». Le refus vaccinal peut avoir des conséquences désastreuses: dans certaines communautés, la couverture vaccinale infantile a plongé bien en deçà du seuil requis pour «l'immunité collective», permettant à des maladies comme la rougeole d'opérer un retour en force. L'hésitation vaccinale et le refus vaccinal sont souvent attribués au manque de connaissances ou de compréhension des « faits » scientifiques des anti-vaccins. La plupart des interventions de santé publique qui visent à promouvoir la vaccination reposent sur la simple diffusion de connaissances scientifiques fiables; la communication scientifique est perçue comme un processus à sens unique de diffusion des connaissances scientifiques. La théorie est la suivante : si les anti-vaccins savaient à quel point les vaccins sont sécuritaires, efficaces et nécessaires, ils vaccineraient davantage. Malheureusement, la littérature dans plusieurs disciplines suggère que de telles interventions d'éducation passive à l'échelle de la communauté sont généralement inefficaces pour persuader les anti-vaccins d'adopter des attitudes et des comportements pro-vaccination. Pourquoi? En m'inspirant des principes de transdisciplinarité d'Edgar Morin, de la théorie des révolutions scientifiques de Thomas Kuhn et de la méthodologie de revue méta-narrative de Trisha Greenhalgh, j'examine les publications de différents auteurs phares de différentes disciplines qui fournissent directement ou indirectement une réponse à cette question. Je distingue trois approches principales, qui diffèrent quant à leur explication générale des raisons pour lesquelles les interventions basées sur la simple diffusion de preuves scientifiques échouent. La première explication est que les anti-vaccins n'ont pas les connaissances scientifiques nécessaires pour comprendre les preuves scientifiques qui leur sont présentées. La deuxième est que la résistance des anti-vaccins aux preuves scientifiques peut s’expliquer par de nombreux biais cognitifs qui anènent les individus à faire des erreurs systématiques de jugement et à s'écarter ainsi de l’idéal décisionnel de la théorie du choix rationnel. Le troisième narratif sur les anti-vaccins met l'accent sur les influences socioculturelles. Selon la théorie de la cognition culturelle, la culture influence les perceptions du risque à travers des biais cognitifs. Ces trois narratifs sur l'hésitation et le refus de la vaccination sont examinés en profondeur afin de fournir une synthèse interdisciplinaire des facteurs qui peuvent expliquer l'échec des interventions de santé publique basées sur l'éducation à persuader les anti-vaccins.	transfert de connaissances , science de la communication de la science , communication de la science , anti-vaccins , littératie scientifique , biais cognitifs , analyse culturelle des risques , cognition culturelle , vaccination	fr	25934	Y	Y , Y , Y , PP , Y , PP , Y , PP , PP , 
14652	Étude de la variabilité spectroscopique d’un échantillon d’étoiles Wolf-Rayet de type WC9	We know that the majority of WC9 stars produces carbon-based dust. To survive in the hot and harsh environement that is the wind of a WR star, the dust grains must be formed in regions of very high density. We know that WC stars that are part of a WR + O system can produce dust at periastron passage where the collision of the two stellar winds is strong enough to produce shocks that compress the gas to densities up to a factor  103 higher than that of the WR star. However, so far, many WC9 stars have shown no signs of a companion. The goal of the current project is to identify a mechanism that could be responsible for the formation of dust in single WC9 stars. We present the results of an observing campaign which aimed to characterize the spectroscopic variability of eight WC9 stars and one WC8d star. Our results indicate that most stars show large scale variations of their C III 5696 emission line that reach at least 5% of the total line flux, and that the structures in the wind have a mean velocity dispersion of  150-300 km/s. In general, the radial velocity variations are anti-correlated with the skewness variations. This seems to indicate that the variations are not due to the presence of a companion. Photometric observations of WR 103 show a period of 9.1  ± 0.6 days that agrees with the spectroscopic variations and does not seem from binary origin.	Wolf-Rayet stars: spectroscopic variability , individual stars: WR 103	en	10381	Y	Y , Y , 
1354	L’acceptation des TIC, adaptation du modèle IntersTICES dans le cadre d'une formation continue d’enseignants de français au Liban	Our research aimed at studying the acceptance of the integration of communication technologies into the pedagogical practices of teachers of French as a first foreign language, as part of continuing education in Lebanon. On the theoretical level, it was based on the IntersTICES model and particularly its e-learning dimension. We adapted the IntersTICES Type activity to the specific needs and contexts of these teachers, and then we tested it and evaluated its impact of the training activity on their e-learning culture. The adaptation of the IntersTICES Type activity was also based on the teacher competency framework published by the Center for Educational Research and Development of Lebanon.  The problem of this research was thus articulated around the IntersTICES Type activity and its use in the Lebanese context with a view to promoting the acceptance of the use of information and communication technologies by teachers of French as a foreign language. The adopted methodology was an action-training research that allowed us to collect data through pre- and post-intervention questionnaires developed for this purpose and the semi-structured interview. It allowed us to have an unprecedented look at the effect of the training intervention on the acceptance of the use of information and communication technologies by teachers and its implementation in their educational activities integrating ICT. Also, it allowed us to better understand their intention to continue to use ICT in their teaching. We identified the changes needed for integration and the participant’s suggestions for improving the ICT tools and the training intervention.   The main results of this research on e-learning culture can be summarized as follows. At the level of representations, we notably noted the preponderant roles played by self-confidence, the variety of technological tools used and the educational richness of the supports on the acceptance of the integration of ICT in the teaching of French. At the level of attitudes, we found that, following the intervention-training, a better feeling of self-efficacy developed. As for ICT skills, they have developed over the course of the activity. Finally, thanks to the local support put in place during the intervention-training, the ICT integration practices by teachers and their students were improved.  On the acceptance of the use of ICT, we identified external barriers such as lack of adequate training and lack of a “techno-pedagogue”. In terms of internal barriers, we identified barriers related to individual teacher characteristics such as technological anxiety, rejection of use ICT in education, disruption of classroom teacher behavior, and tension in relationships with colleagues.  The most important enabling conditions identified by the respondents in our study are essentially conditions related to material resources, teacher training and the individual characteristics of teachers. The personal commitment of teachers and their openness to change have also turned out to be individual characteristics that constitute enabling conditions for acceptance. The intention of use and the will emerge as important internal factors contributing to the acceptance of the use of a technology. Self-confidence is a key element in accepting the use of ICTs in education. The decision to adopt or reject the technology essentially depends on these two internal factors.  The training intervention following the IntersTICES model and the accompanying action research provided all participants with an opportunity to reflect and raise awareness of various aspects of their e-learning culture. A training activity based on the IntersTICES model proved to be an interesting added value on the integration of ICT by teachers of French as a first language in Lebanon.	Lebanon , Continuing education , E-learning culture , ICT acceptance , ICT integration , Internal factors	en	25416	Y	PP , PP , PP , Y , PP , PP , 
758	Rôle de la somatostatine dans la plasticité synaptique des interneurones somatostatinergiques de l’hippocampe	The CA1 region of the hippocampus includes a population of GABAergic interneurons expressing somatostatin (SOM-INs). This type of interneurons displays a long-term potentiation (LTP) dependant on type 1a metabotropic glutamate receptors (mGluR1a) at their excitatory synapses from pyramidal cells (PC). It was recently demonstrated that mGluR1a dependent LTP can be induce by contextual fear learning showing an important role of this LTP in learning and memory. However, the implication of the peptide somatostatin (SST) in this LTP remains unknown. In the present study, the role of SST in mGluR1 dependent LTP and the effect of exogenous somatostatin-14 (SST-14) onto excitatory synapses of SOM-INs were investigated. To do this, transgenic mice expressing enhanced yellow fluorescent protein (eYFP) under the control of the promoter of SST were used. Patch clamp recordings and pharmacological approaches were used with these mice. Results suggested that application of exogenous SST-14 induces a LTP through type 1-5 somatostatin receptors (SST1-5) of excitatory synapses of SOM-INs but does not affect synapses of PC or parvalbumin-expressing interneurons (PV-INs). This LTP induced by SST-14 was independent of N-methyl-D-aspartate receptor (NMDAR) and mGluR1a, activity dependent, and prevented by blocking GABAA receptors. Furthermore, mGluR1a dependent LTP was prevented by inhibition of SST1-5 and by depletion of SST by cysteamine treatment, suggesting a role of endogenous SST in LTP. Our results indicate that endogenous SST may contribute to Hebbian LTP at excitatory synapses by controlling GABAA inhibition. SST would then have a role in regulating SOM-INs LTP that may be important for hippocampus dependent memory processes.	Somatotropin-release inhibitory factor –SRIF , Patch clamp , GABAergic interneurons , Hebbian LTP , SST1-5 , GABAA inhibition	en	25939	Y	Y , PP , PP , PP , PP , PP , 
5398	Méthodes et algorithmes pour l’amélioration de l’inférence de l’histoire évolutive des génomes	Gene trees offer a proper framework for comparative genomics. Not only do they provide information about species evolution through speciation events, but they also capture gene family expansion and contraction by gene gains and losses. They are thus used to infer the evolutionary history of gene families and accurately predict the orthologous relationship between genes, on which several biological analyses rely. Methods for inferring gene family evolution explicitly assume that gene trees are known without errors. However, standard phylogenetic methods for tree construction based on se- quence data are well documented as error-prone. Gene trees constructed using these methods will usually introduce biases during the inference of gene family histories. In this thesis, we present new methods aiming to improve the quality of phylogenetic gene trees and thereby the accuracy of underlying evolutionary histories of their corresponding gene families. We start by providing a framework to study genetic code deviations, one possible reason of annotation errors that could then spread to the phylogeny reconstruction. Our framework is based on analysing coding sequences and tRNAs to predict codon reassignments. We first show its efficiency, then apply it to green plant mitochondrial genomes. The second part of this thesis focuses on the development of efficient species tree aware methods for gene tree construction. We present ProfileNJ , a fast and deterministic correction method that targets weakly supported branches of a gene tree. When applied to the gene families of the Ensembl Compara database, ProfileNJ produces an arguably better set of gene trees compared to the ones available in Ensembl Compara. We later use a different strategy, based on a genetic algorithm, allowing both construction and correction of gene trees. This second method called GATC, treats the problem as a multi-objective optimisation problem in which we are looking for the set of gene trees optimal for both sequence data and information of gene family evolution through gene gain and loss. We show that this approach yields accurate trees and is suitable for the construction of reference datasets to benchmark other methods.	gene tree , evolutionary history , phylogeny , reconciliation , orthology , genetic code , codon reassignment , evolution	en	21801	Y	PP , PP , PP , Y , Y , PP , PP , PP , 
3053	The role of insulin in retinal ganglion cell dendrite and synapse regeneration after optic nerve injury : molecular mechanisms and potential therapeutic targets	Glaucoma, just as many other neurodegenerative diseases, triggers neuronal death and remained incurable, hence representing a heavy burden for the society. Therefore, there is a critical need for developing new therapeutic strategies to delay the progression of and, ultimately, cure neurological conditions. For decades, neuroscientists studying injuries and diseases of the CNS have largely focused on understanding the mechanisms of axon degeneration to identify new targets for axonal protection and regeneration. But recent data indicates that dendritic deficits represent an early feature of neurodegeneration, a phenomenon now called dendritic pathology and playing a key role in the pathogenesis of neurodegenerative diseases including glaucoma. Because dendrites are essential structures for neuronal communication and function, it is therefore crucial to protect or restore connectivity as well as axons of surviving neurons to improve patients’ condition. In spite of this, the ability of injured neurons to regenerate dendrites remains largely ignored. The central hypothesis of the thesis is that: i) adult CNS neurons can regrow their dendrites after axonal injury, and ii) the identification of underlying signalling pathways would offer new therapeutic avenues to slow or prevent retinal ganglion cell death during ocular neuropathies such as glaucoma. In the first part of my thesis, I demonstrated that mammalian neurons are endowed with the ability to restore their dendritic arbor and synaptic connectivity. Using adult transgenic mice subjected to optic nerve axotomy, we have shown that retinal ganglion cells (RGCs) rapidly undergo dendritic shrinkage before cell death or axonal damage become visible. We also demonstrated that daily insulin, administered topically (eye drops) or systemically (intraperitoneal) after dendritic arbour shrinkage and prior to neuronal loss results in a robust regeneration of dendrites and successful reconnection with presynaptic targets. Moreover, insulin-mediated restoration of dendritic arbors extended neuronal survival and rescued lighttriggered retinal responses. Targeted loss-of-function experiments using siRNAs revealed that insulin-dependent regeneration requires both the activity of both mTOR complexes, mTORC1 and mTORC2 which act synergistically, mTORC1 promoting new dendritic branching to restore arbor complexity, while mTORC2 drives dendritic process elongation.   In the second study presented in my thesis, we showed for the first time that morgana, a chaperone protein downstream of mTORC2, is expressed by RGCs and severely downregulated soon after axonal injury. We also demonstrate that morgana is required for successful insulinmediated regeneration of RGC dendrites and neuroprotection. Morgana specific knockdown using siRNA designed against morgana resulted in substantial alterations of dendrite elongation, without changes in arbor complexity. Further, we showed that AAV-mediated rescue of morgana expression selectively in RGCs promoted striking regeneration of dendrites and synapses. Hence, our findings identified a new role for morgana in the regulation of dendritic arbor morphology in adult mammalian neurons Collectively, the findings presented in this thesis contribute to a better understanding of the pathological mechanisms underlying RGC dendritic pathology and identified promising targets for the development of novel neuroprotective treatments for neurodegenerative diseases such as glaucoma.	dendrites , synapses , mTOR , morgana , retinal ganglion cells , regeneration	en	23991	Y	PP , PP , PP , PP , PP , PP , 
6888	Fracture partielle de la tête radiale : développement et validation d’un outil radiologique et impact sur la fonction du coude	Les fractures de la tête radiale représentent environ le tiers de toutes les fractures du coude. Une fracture de la tête radiale déplacée, bloquant les mouvements du coude, est une indication pour procéder au traitement chirurgical. À ce jour, il est impossible de prédire si une fracture de la tête radiale impliquera l'articulation radio-ulnaire proximale (PRUJ) lors de mouvements de pro-supination de l'avant-bras à l’aide de radiographies simples ou même de l’examen par tomodensitométrie axiale calculée par ordinateur (TACO). Cette étude décrit, en deux étapes, la conception d’un nouvel outil qui, combiné à la TACO, permettra d’identifier de façon reproductible les fractures impliquant l’articulation radio-ulnaire ainsi que l’impact de la fracture de la tête radiale sur la fonction au niveau du coude. D’abord, l’étude cadavérique et radiologique de cas cliniques a permis la conception d’un acétate superposable sur une vue axiale d’une TACO de la tête radiale afin d’évaluer la position de la fracture par rapport à l’articulation radio-ulnaire proximale. Cet outil a été validé par 4 observateurs en classant 55 fractures comme impliquant la zone sécuritaire uniquement, la zone articulaire uniquement ou les zones sécuritaire et articulaire. Ensuite, afin de vérifier l’applicabilité de la méthode dans la pratique clinique, une étude clinique rétrospective de 43 volontaires, comprenant la classification des fractures à l’aide de la TACO et de l’outil, a révélé que seulement 5% des fractures étaient restreinte à la zone sécuritaire. Cette faible prévalence n’a pas permis de démontrer de différence statistiquement significative entre une fracture partielle de la tête radiale impliquant ou non la PRUJ en ce qui a trait à l’amplitude de mouvement, la fonction et la douleur, à un an post-fracture. Au sein de cette cohorte de fractures de la tête radiale, une analyse de différents facteurs pronostiques des fractures de la tête radiale a montré que les patients ayant une lésion associée (fracture coronoïde, fracture de l’olécrâne, etc.) avaient significativement moins d'extension du coude (-11,2°, p = 0,004) et d’amplitude de mouvement total (-13,9°, p = 0,002).  Ces données ont permis de conclure que l’utilisation de l’acétate constitue un outil complémentaire qui a peu d’impact dans le choix du traitement des fractures de la tête radiale mais les lésions associées comme la fracture coronoïde et la fracture de l’olécrâne peuvent influencer le résultat clinique.	Coude , Tête radiale , Fracture , Tomodensitométrie , Amplitude de mouvement	fr	20479	Y	PP , PP , PP , PP , PP , 
13240	Social rejection of minority groups and its impacts on the individual's identity and perception of the self : exploring homosexual and racial identities in James Baldwin's Giovanni's room and Just above my head	Ce mémoire examine la question de la formation de l'identité en tant que procédure compliquée dans laquelle plusieurs éléments interviennent. L'identité d'une personne se compose à la fois d’une identité propre et d’une autre collective. Dans le cas où l’identité propre est jugée sévèrement par les autres comme étant déviante, cela poussera la personne à, ou bien maintenir une image compatible avec les prototypes sociaux ou bien résister et affirmer son identité personnelle. Mon travail montre que l'exclusion et la répression de certains aspects de l'identité peuvent causer un disfonctionnement psychique difficile à surmonter. Par contre, l'acceptation de soi et l’adoption de tous les éléments qui la constituent conduisent, certes après une longue lutte, au salut de l’âme et du corps. Le premier chapitre propose une approche psychosociale qui vise à expliquer le fonctionnement des groupes et comment l'interaction avec autrui joue un rôle décisif dans la formation de l'identité. Des éléments extérieurs comme par exemple les idéaux sociaux influencent les comportements et les choix des gens. Toutefois, cette influence peut devenir une menace aux spécificités personnelles et aux traits spécifiques. Le deuxième chapitre examine la question des problèmes qu’on risque d’avoir au cas où les traits identitaires franchiraient les normes sociales. Nous partons du problème épineux de la quête de soi dans Giovanni's Room de James Baldwin. L'homosexualité de David était tellement refusée par la société qu’elle a engendrée chez lui des sentiments de honte et de culpabilité. Il devait choisir entre le sacrifice des aspects de soi pour satisfaire les paradigmes sociaux ou bien perdre ce qu’il a de propre. David n'arrive pas à se libérer. Il reste prisonnier des perceptions rigides au sujet de la masculinité et de la sexualité. Mon analyse se focalise essentiellement sur l'examen des différents éléments théoriques qui touchent la question du sexe et de la sexualité. Le résultat est le suivant : plus les opinions dominantes sont rigides et fermes, plus elles deviennent une prison pour l’individu. Par contre, plus elles sont tolérantes et flexibles, plus elles acceptent les diversités de l'identité humaine. Dans le dernier chapitre, j'examine la question de la représentation des relations entre les caractères masculins dans Just Above My Head. L'homosexualité est présentée comme un moyen sacré pour exprimer l'amour. Les caractères révèlent leurs sentiments implicitement à travers les chants spirituel tel que le gospel ou bien explicitement à travers la connexion physique. Dans ce roman, Baldwin montre que c'est seulement grâce à la sincérité et à l'amour que l'individu peut atteindre la libération du soi.	Identité , Intégrité , Normes sociales , Homosexualité , Masculinité , James Baldwin	fr	11484	Y	PP , Y , PP , PP , PP , PP , 
14491	Différences culturelles au travail : impact sur l'intégration et la santé des travailleurs étrangers	This thesis focuses on the impact of cultural differences on foreign workers’ integration and health. Cultural differences are assessed using the concept of cultural distance between Hofstede’s cultural dimensions, integration using the concept of acculturation, and health using the concept of psychological health at work. The immigrants’ personal resources (proactivity, optimism and resilience) are also considered. The study was conducted in two call centers of a major financial cooperative in Quebec. The sample consists of 100 first generation immigrants in Montreal. The study’s results highlight the significant but moderate impacts of cultural differences on both the psychological health and the acculturation style at work, as well as the significant impact of personal resources (resilience) on foreign workers’ acculturation and psychological health at work. Strong cultural differences would generate greater psychological well-being at work and would engender the adoption of integrative acculturation style. Resilience stands out as a key personal resource for an immigrant’s health. The results further underline the particular role of the work sphere for foreign workers, with scientific literature supporting the idea that the workplace would have a significant impact on their psychological health. In addition to the above, a list of research limitations, recommendations for improvement and paths of action have been suggested.	Immigration , Acculturation , Cultural diversity , Hofstede's cultural dimensions , Psychological health at work , Cultural distance	en	10515	Y	Y , PP , Y , Y , PP , PP , 
1325	Approche pour la synthèse diastéréosélective d’analogues a-nucléosidiques et synthèse de nouveaux analogues de nucléosides C2'-désoxy	Les nucléotides naturels sont les monomères constitutifs de l’ADN et de l’ARN, et sont nécessaires à la prolifération des cellules cancéreuses et des virus. L’utilisation d’analogues de nucléosides comme agents anti-cancéreux et/ou antiviraux a rapidement suscité un grand intérêt thérapeutique. Plusieurs analogues comportant un centre quaternaire carboné en position C3' ont été synthétisés par le laboratoire du Dr. Guindon et possèdent d’intéressantes activités biologiques.       Une nouvelle approche acyclique a été développée afin d’accéder efficacement et sélectivement à une multitude de nouveaux analogues de nucléosides ciblés. Cette stratégie se distingue par l’élaboration d’une nouvelle réaction d’aldolisation de Mukaiyama énantiosélective à partir d’un alpha-alkoxy aldéhyde protégé et d’un complexe chiral. L’addition stéréosélective de la nucléobase sur un précurseur dithioacétal, suivi d’une cyclisation intramoléculaire de type « SN2-like », permet la synthèse directe des anomères alpha de la série (D)-1',2'-trans porteurs d’un atome de fluor en C2' et d’un centre quaternaire en C3'. La différenciation des deux alcools primaires rend possible la fonctionnalisation sélective sur la position C3' ou C5' en fin de synthèse pour potentiellement conférer une amélioration des propriétés biologiques sur de tels analogues.   L’application de cette stratégie a également permis de synthétiser facilement et efficacement une nouvelle famille d’analogues de nucléosides C2'-désoxy porteurs d’un centre quaternaire en C3'. La différenciation des deux alcools primaires en C3' et C5' facilite la séparation des produits de glycosylation suite à la déprotection sélective d’une de ces deux positions. Il a été déterminé que lorsque le précurseur de glycosylation contient une acétylglycine sur la position C3', un effet bêta-directeur est induit. Finalement, de nouveaux analogues C2'-désoxy ont été préparés et sont présentement testés contre une série de virus et d’enzymes polymérases.	Nucléosides , Aldolisation de Mukaiyama , Centre quaternaire , Enantiosélectivité , Glycosylation , Analogues C2'-désoxy , Effet bêta-directeur , Virus	fr	25439	Y	PP , PP , PP , Y , PP , PP , PP , PP , 
13418	Phylogéographie comparée de la souris à pattes blanches et de la souris sylvestre, deux vecteurs de la maladie de Lyme au Québec	Mon étude vise à évaluer la propagation d’une zoonose en émergence au Québec, la maladie de Lyme, en conséquence du réchauffement climatique. Le pathogène responsable de cette infection, Borrelia burgdorferi, est transmis par l’intermédiaire d’une tique parasite, Ixodes scapularis, de plus en plus commune au Québec en raison de l’augmentation de la température moyenne du climat depuis les dernières décennies. Puisque la tique a une capacité de déplacement très restreinte, on s'attend à ce que sa dispersion soit liée à celle de son hôte primaire, soit la souris à pattes blanches (Peromyscus leucopus). Je décrirai donc d’abord les espèces impliquées, leur écologie et leur rôle dans ce système à trois niveaux (hôte/pathogène/vecteur). Puis, à l’aide de séquences d’ADN mitochondrial, je comparerai la phylogéographie des deux principales espèces de souris au Québec, la souris à pattes blanches et la souris sylvestre (P. maniculatus). Des analyses d’arbres et de réseaux d’haplotypes ont révélé des différences significatives dans la structure génétique et ainsi montré que les populations de P. leucopus seraient en expansion dans le sud du Québec. Cette étude nous a finalement permis d’émettre des hypothèses sur le patron d’établissement de la maladie de Lyme au Québec.	Zoonose , Maladie de Lyme , Hôte primaire , Peromyscus , ADN mitochondrial , Phylogéographie , Réseaux d'haplotypes , Structure génétique	fr	11299	Y	PP , PP , PP , PP , PP , PP , Y , PP , 
7735	"Intervention psychosociale en autisme : examen de la
portée
 de la littérature francophone"	Les publications scientifiques représentent une source importante d’informations pour les psychoéducateurs qui interviennent auprès des personnes en difficultés d’adaptation. Cependant, la majorité des articles figurant dans les bases de données paraissent en anglais. Par conséquent les découvertes et les développements scientifiques restent moins accessibles aux intervenants unilingues francophones, ce qui peut ralentir la mise en place des meilleures pratiques. Plus spécifiquement, l’intervention auprès des personnes ayant un trouble du spectre de l’autisme (TSA) connaît de nombreux développements grâce aux plus récentes recherches. Notre étude avait pour objectifs (a) de dresser un portrait de la littérature scientifique francophone touchant l’intervention psychosociale en autisme et (b) de déterminer si ce qui est disponible en français divulguent des programmes ou des interventions basées sur des données probantes. Nos résultats montrent que la majorité des articles recensés sont descriptifs et ne présentent pas des interventions basées sur des données probantes. Moins du tiers de ces articles sont empiriques et la plupart d’entre eux ont trait à l’approche comportementale.	Autisme , Examen de la portée , Intervention , Littérature , Francophone , Autism	fr	19831	Y	PP , Y , PP , PP , PP , PP , 
10531	"Étude de la migration des populations de lymphocytes B du sang de patients infectés
par le virus d’immunodéficience humaine (VIH)"	Deregulation of the B-cell compartment is an important consequence of human immunodeficiency virus (HIV-1) infection. We observe a decrease in blood B lymphocyte numbers accompanied by variations in the relative frequency of B cell populations in infected individuals when compared to healthy controls. Our lab has previously exposed the implication of dendritic cells in B-cell deregulation via excessive production of B lymphocyte stimulator (BLyS/BAFF). Additionally, the study of BLYS/BAFF-transgenic mice as well as mice exhibiting an AIDS-like disease revealed an expansion of the marginal zone (MZ) of the spleen. Interestingly, we found reduced relative frequencies of mature MZ-like B cells in the blood of elite controllers while rapid and classic HIV progressors had increased ‘precursor’ MZ-like cells. This variation in elite controllers is the only one observed for all population analyzed and could be the reflection of active recruitment of these cells to the periphery to help control infection. To try and understand these variations in B-cell frequencies we have analyzed the Btropic chemotaxis axes CXCL13-CXCR5, CXCL12-CXCR4/CXCR7, CCL20-CCR6 and CCL24-CCR9. The longitudinal study of patients with varying degrees of disease progression and control shows a modulation of the levels of most chemokines in the blood of rapid and classic progessors. Meanwhile, elite controllers maintain normal levels of these chemokines, demonstrating their ability to preserve homeostasis. Our results suggest that the type of disease progression impacts B-cell migration, resulting in modified B-cell population frequencies. The decrease in mature MZ-like B-cells and the increased frequency of cells expressing CXCR7, a receptor associated to the MZ in mice, in elite controllers suggest an important role for the MZ in controlling HIV-1 infection. Overall, our results provide more information about the B-cell compartment in the context of HIV-1 infection and can contribute to the elaboration of preventive and therapeutic strategies for HIV-1.	migration , progression clinique , B lymphocytes , Human Immunodeficiency Virus , HIV , chemotaxis , chemokine , migration , clinical progression , marginal zone , longitudinal analysis	en	13885	Y	PP , N , Y , PP , PP , PP , PP , PP , Y , PP , Y , 
21592	Lecture sociodémographique de l'évolution de la mortalité par suicide au Québec (1926-2004): la question de l'âge et des générations	Depuis deux siècles, les transformations les plus remarquables du phénomène du suicide concernent la relation avec la variable âge. En effet, le suicide a longtemps progressé avec l'âge pour culminer à la vieillesse, mais le dernier quart de siècle au Québec a vu ce rapport modifié, suggérant qu'il s'agit désormais d'un phénomène de jeunes. Notre étude examine les tendances récentes de l'évolution de la mortalité par suicide au Québec du point de vue de l'âge, discute des effets respectifs possibles de l'âge, de la période et de la génération de 1926 à 2004 et offre des pistes d'interprétation sociologique. Nous présentons dans un premier temps les transformations de la société québécoise depuis 1930 ainsi qu'un bilan synthétique des connaissances sur le suicide au Québec par rapport aux tendances internationales, ceci du point de vue de différentes variables sociodémographiques. Notre étude rappelle ensuite les grandes théories et idées sur le suicide, de la littérature classique aux réflexions contemporaines. On y remarque que la variable âge est rarement au coeur de ces conceptions, mais plutôt en marge de celles-ci, médiatisées par d'autres variables sociales. Les résultats de notre analyse montrent la présence d'un net effet de génération dans l'évolution de la mortalité masculine due au suicide au Québec. Ce phénomène n'est pas présent chez les femmes. Les générations récentes adoptent toutefois un comportement différent de celles des baby-boomers et il sera intéressant de suivre leur trajectoire dans l'avenir.	Suicide , Âge , Génération , Québec , Sociologie	fr	2195	Y	PP , PP , PP , PP , Y , 
14947	Contribution des régions fronto-striatales dans les fonctions exécutives	Recent studies have shown that the caudate nucleus interacts with the prefrontal cortex, and that it is involved in executive processes. The goal of the thesis was to investigate the role of the caudate nucleus in executive processes, and to observe how the frontostriatal regions are interacting with the default mode network (DMN). Firstly, we studied the role of the caudate nucleus in self-ordered monitoring, which consist of keeping track of which stimuli have been selected and which remains to be selected, and externally-triggered monitoring, which refers to keeping track of one’s selection when an external source is performing the selection. It has been shown that de dorsolateral prefrontal cortex (DLPFC) was particularly involved in both types of monitoring. Using functional magnetic resonance imaging (fMRI), a significant increase of activity has been observed in the DLPFC during both monitoring conditions vs control condition. Importantly, significant increased activity in the caudate nucleus was observed only in subtractions involving self-ordered monitoring (the self-ordered vs control and self-ordered vs externally-triggered conditions). Secondly, previous studies have shown a specific contribution of frontostriatal regions during set-shifting. However, the effect of set-shifting on subsequent trials had yet to be determined. Using fMRI, significant increase of activity was observed in the ventrolateral prefrontal cortex (VLPFC) and the caudate  nucleus during shifting trials versus control and in trials where the same rule was applied for a few trials before a set-shift occurred. However, no frontostriatal activity was observed when the same rule was applied for a longer period. Decreased activity in the caudate nucleus correlated with increasing trial position in trials where no set-shift occurred, suggesting that the more a rule is executed, the better it is established. Finally, several studies have shown a deactivation of the DMN during the execution of a goal-directed task. Using fMRI, we hypothesized that the DMN was negatively correlated with the frontostriatal regions during the execution of a set-shifting task. Our results showed a significant increase of activity in the frontostriatal regions as more set-shifts are being performed while the DMN gets more deactivated. Interestingly, as decreased activity was observed in the frontostriatal regions during the execution of the same rule for a long period, the DMN showed increasing activity. We concluded that the caudate nucleus is specifically involved during the planning of a novel action when several possibilities are available at the same time. Finally, the DMN shows a negative correlation with the frontostriatal regions suggesting its contribution to the execution of a more familiar task.	prefrontal cortex , caudate nucleus , functional magnetic resonance imaging , set-shifting , executive processes	en	10107	Y	PP , PP , PP , PP , PP , 
