	title	sentences	label	language	index
26	Prospective randomized clinical trial evaluating the effects of two different implant collar designs on peri‐implant healing and functional osseointegration after 25 years	Objectives Evaluate the effects of two different machined‐collar lengths and designs on peri‐implant healing.  Material and Methods An implant with a microtextured surface and 3.6mm‐long internal‐connection machined collar was compared to two implants that had an identical 1.2mm‐long external‐connection machined collar, but one had the microtextured surface while the other's was machined. Participants received the three implants, with microgap at the crest, alternately at five sites between mental foramen, and a full‐arch prosthesis. Peri‐implant bone levels were measured after 23 to 26 years of function. Keratinized tissue height, plaque, probing depth, bleeding, and purulence were also evaluated. Descriptive and mixed models for repeated\measures analyses were used, with Bonferroni correction for pairwise comparisons.  Results Twenty‐two participants (110 implants) were evaluated at the 25‐year examination. Microtextured implants with the longer machined collar had significantly greater mean marginal bone loss (−1.77mm ± 0.18, mean ± SE) than machined (−0.85mm ± 0.18, p < .001) and microtextured (−1.00 ± 0.18mm, p < .001) implants with the shorter machined collar. Keratinized tissue height was greater for internal‐connection (0.74mm ± 0.10) versus external‐connection (0.51 ± 0.08, p =  0.01) microtextured implants. No differences were observed for plaque (p = 0.78), probing depth (p = 0.42), bleeding (p  = 0.07), and purulence (p = 1.00). Implant survival rate was 99%.  Conclusions Implants with the 1.2mm machined collar limited bone loss to 1mm, while those with the longer machined collar showed > 1.5mm loss after 25 years of function with microgap at the crest. Internal‐connection design and fixture surface microtexturing did not result in greater bone preservation.	Bone-implant interactions , Clinical research/Clinical trials , Periodontology , Prosthodontics , Soft-tissue-implant interactions , Surface chemistry , Surgical techniques , Biomechanics/Finite element analysis	en	24955.0
27	Recueil des résumés : 1er symposium étudiant de l’École de réadaptation de l’Université de Montréal : apprendre à communiquer la recherche pour en optimiser les retombées, En ligne, 3 septembre 2020	Le Symposium étudiant de l’École de réadaptation de l’Université de Montréal est un évènement scientifique organisé par des étudiantes et étudiants des programmes de maitrise et de doctorat en sciences de la réadaptation. Il est ouvert à tous les membres étudiants et stagiaires postdoctoraux de la communauté universitaire des sciences de la santé de l'Université de Montréal (ergothérapie, physiothérapie, sciences de la réadaptation, orthophonie, audiologie, nutrition, kinésiologie). La première édition, intitulée « Apprendre à communiquer la recherche pour en optimiser les retombées », a eu lieu en ligne le 3 septembre 2020. Au cours de cette demi- journée, 17 étudiantes et étudiants de deuxième ou troisième cycle ont présenté leurs travaux portant sur la réadaptation. Les communications étaient sous forme de présentations orales vulgarisées de 3 minutes. Une conférence sur la vulgarisation scientifique aux études supérieures a également été présentée par Christophe Alarie, kinésiologue et étudiant au doctorat en sciences de la réadaptation. Le symposium était organisé en collaboration avec la direction de l'École de réadaptation de l'Université de Montréal et a reçu un financement de la FAÉCUM, du FICSUM et du Fonds d’amélioration de la vie étudiante de l’Université de Montréal.	Réadaptation , Adaptation , Innovation , Vulgarisation scientifique	fr	24954.0
28	Inclusion of relatives in stroke rehabilitation : Perception of quality of services they received in the context of early supported discharged (ESD), in- and out-patient services	Background Relatives of stroke patients should be an integral part of the continuum of rehabilitation services.  Objective The objective was to describe their perception of the quality of the services they received in the context of early supported discharged (ESD), in- and out-patient rehabilitation services.  Methods Descriptive study using the Quality of Services Questionnaire for Relatives post-stroke (QSQR) completed online by relatives after the patient’s discharge. It consists of 22 statements with respect to three subscales: 1) the training/instructions, 2) the information provision and 3) the organizational process of the service offer. Space is allowed for free comments and two open-ended questions. Quantitative data were analyzed descriptively, and we used a content analysis for qualitative data.  Results One-third (30/90; 33.3%) of the sample are composed of relatives aged 55 and under, with a majority (81%) of women and 51.3% of spouses. The training/instructions and information provision were perceived positively with a mean % agreement at 85.0 ± 29.6 and 84.8 ± 22.4, respectively. The mean % agreement was 91.4 ± 17.8 for the organizational process subscale. A significantly higher score (p = 0,03; Kruskal Wallis test) was found for out-patient services (n = 20) as compared to ESD (n = 29) or in-patient rehabilitation (n = 41). Qualitatively, a lack of involvement of relatives was mentioned as well as a lack of personalized information about stroke and its consequences and provision of resources available. However, communication between professionals, their availability, and their professionalism were appreciated.  Conclusion Despite quantitative high scores, qualitative data allowed the identification of concrete avenues for improvement to truly and systematically include relatives in stroke rehabilitation.	Stroke , Rehabilitation , Relatives , Quality of services , Early supported discharged , Information and training	en	24953.0
29	"Effects of dopamine receptor antagonism and
amphetamine-induced psychomotor sensitization on
sign- and goal-tracking after extended training"	The dopamine system is important for incentive salience attribution, where motivational value is assigned to conditioned cues that predict appetitive reinforcers. However, the role of dopamine in this process may change with extended training. We tested the effects of dopamine D1-like and D2-like receptor antagonism on the expression of sign-tracking and goal-tracking conditioned responses following extended Pavlovian conditioned approach (PCA) training. We also tested if amphetamine-induced psychomotor sensitization accelerates the enhanced acquisition of sign-tracking that is observed with extended training. In experiment 1, 24 male Long-Evans rats received 20 PCA sessions in which one lever (CS+, 10 s) predicted 0.2 ml sucrose (10 %, w/v) delivery and the other lever (CS–) did not. SCH-23390 (D1-like antagonist) or eticlopride (D2-like antagonist) were administered before non-reinforced behavioural tests at doses of 0, 0.01, and 0.1 mg/kg (s.c.). In experiment 2, rats received vehicle or 2 mg/kg amphetamine (i.p.) for 7 days (n = 12/group). Ten days later, they received 16 PCA training sessions. Both doses of SCH-23390 reduced sign- and goal-tracking, but also reduced locomotor behaviour. A low dose of eticlopride (0.01 mg/kg) selectively reduced goal-tracking, without affecting sign-tracking or locomotor behaviour. Amphetamine produced psychomotor sensitization, and this did not affect the acquisition of sign- or goal-tracking. Following extended PCA training, dopamine D2-like receptor activity is required for the expression of goal-tracking but not sign-tracking. Psychomotor sensitization to amphetamine did not impact incentive salience attribution; however, more selective manipulations of the dopamine system may be needed.	Autoshaping , Pavlovian conditioned approach , Sign-tracking , SCH-23390 , Eticlopride , Amphetamine	en	24952.0
30	Enhancing relationships between criminology and cybersecurity	‘Cybercrime’ is an umbrella concept used by criminologists to refer to traditional crimes that are enhanced via the use of networked technologies (i.e. cyber-enabled crimes) and newer forms of crime that would not exist without networked technologies (i.e. cyber-dependent crimes). Cybersecurity is similarly a very broad concept and diverse field of practice. For computer scientists, the term ‘cybersecurity’ typically refers to policies, processes and practices undertaken to protect data, networks and systems from unauthorised access. Cybersecurity is used in subnational, national and transnational contexts to capture an increasingly diverse array of threats. Increasingly, cybercrimes are presented as threats to cybersecurity, which explains why national security institutions are gradually becoming involved in cybercrime control and prevention activities. This paper argues that the fields of cyber-criminology and cybersecurity, which are segregated at the moment, are in much need of greater engagement and cross-fertilisation. We draw on concepts of ‘high’ and ‘low’ policing (Brodeur, 2010) to suggest it would be useful to consider ‘crime’ and ‘security’ on the same continuum. This continuum has cybercrime at one end and cybersecurity at the other, with crime being more the domain of ‘low’ policing while security, as conceptualised in the context of specific cybersecurity projects, falls under the responsibility of ‘high’ policing institutions. This unifying approach helps us to explore the fuzzy relationship between cyber-crime and cyber-security and to call for more fruitful alliances between cybercrime and cybersecurity researchers.	Cybercrime , Cyber harms , Cybersecurity , Criminology , Networks , Security , Security actors	en	24951.0
31	Child migration in the US and Spain : towards a global border regime ?	In The New Politics of Immigration, Professor Catherine Dauvergne proposes that as migration policies converge at the global level the traditional difference between settler societies and former European colonies is becoming irrelevant. To test this argument, this paper addresses the impact of externalization, militarization, detention and deportation on unaccompanied migrant children along the southern Spanish and US borders. I conclude that the combined used of these strategies is designed to keep all unwanted migrants away from the physical border of the state regardless of their background and prevents children from accessing specific protections. Current border policy in these two countries shows the primacy of national security concerns over human rights and supports Dauvergne’s argument that distinctions between former colonies and settler societies are disappearing. The evidence considered here points towards an increasingly restrictive and punitive global border regime, but one with regional variations.		en	24950.0
32	A longitudinal study of narrative discourse in post-stroke aphasia	Background: Previous findings have demonstrated the importance of discourse analysis in post-stroke aphasia, as it allows for in-depth examination of language impairment and represents key components of functional communication. However, little is known about the recovery of discourse over time. Aims: The main aim of this study is to measure the longitudinal changes in descriptive discourse production from the acute to chronic stages of post-stroke aphasia recovery. The secondary aim is to explore the association between discourse measures and overall language impairment severity measures at different testing points. Methods & Procedure: Seventeen French Canadian speakers with various types and severities of aphasia following a first left middle cerebral artery stroke participated in this study. They underwent three language assessments (acute: 0 to 72 hours; subacute: 7 to 14 days; chronic: 6 to 12 months post-onset). The picture description from the Western Aphasia Battery was analyzed at three time points. Changes in terms of thematic informativeness and microstructural variables were analyzed. Outcomes & Results: Regarding the micro-structural variables, the mean length of utterances (MLU) and the number of words per minute showed significant positive changes between the acute and chronic phases. For the thematic informativeness measures, the number of thematic units (TUs), the number of thematic units per minute (TUs/min) and the number of thematic units per utterance (TUs/utt) 4 increased significantly between the acute and chronic phases. Positive correlations between TUs and MLU in the acute phase and a general language impairment severity measure in the acute and chronic phases suggest a relationship between these measures and global language performance suggesting the potential predictive value of these variables in the acute phase. Conclusions & Implications: These findings support the use of thematic units in descriptive discourse analysis during an acute clinical examination of language as they require minimal additional time to score and track changes in post-stroke aphasia recovery. They capture long-term changes in discourse abilities and appear related to overall language measures in both the acute and chronic stages of recovery. The interpretation of the changes in MLU and the number of words per minute is less straightforward, as improvements in these measures carry different interpretations depending on the type of aphasia. Nonetheless, further studies are required to investigate test-retest reliability and the effect of therapy on the changes observed over time when using thematic units to document change in discourse.	Aphasia , Discourse , Language recovery , Acute stroke , Informativeness	en	24949.0
33	Normalisation des systèmes et équipements médicaux et informationnels	Un projet servant à paver le chemin pour la fusion du service génie biomédical au service informatique au sein d'un établissement public de santé. Ce projet inclut des processus pour normaliser l'inventaire du parc d'équipements biomédicaux de l'hôpital, pour le rehaussement de ces systèmes le cas échéant et pour bonifier la collaboration entre ces deux domaines qui tendent à se réunir au fil de l'avancement technologique.	Normalisation , Équipements médicaux , Systèmes d'informations	fr	24946.0
34	Atlas and Hercules in the garden : scientific culture and literary imagination at the Villa Aldobrandini at Frascati	This essay explores the interplay in early modern Roman gardens between the iconography of instruments and fountains and scientific culture, especially astronomy. Examining the sundials that adorned the garden at the Villa Aldobrandini at Frascati, it suggests a new reading of the garden and its iconographic programme, centred on the iconography of Atlas and Hercules holding the celestial sphere. It stresses the importance of scientific culture for both the conception and the subsequent reception of the programme. Several themes are developed: the relevance of wonder and curiosity in the process of understanding nature, the multiple links between nature and artefacts in the space of the garden, and the scientific interests of the patron, Cardinal Pietro Aldobrandini, and his main adviser, the letterato Giovanni Battista Agucchi.	Gardens , Agucchi, Giovanni Battista , Sundials	en	24945.0
35	Effects of a parent training programme for the treatment of young children with separation anxiety disorder	Cognitive behavioural therapy (CBT) has been shown to be an effective treatment for anxiety disorders in children. However, the majority of studies conducted to date have included heterogeneous samples of children combining social anxiety disorder, generalized anxiety disorder and separation anxiety disorder (SAD) together. Few studies have examined the efficacy of CBT to specifically treat SAD. Moreover, research on the impact of CBT for SAD in children younger than 7 years old has been very limited. To address these issues, we examined the effects of a CBT parent training programme with six children with SAD aged between 4 and 7 years using a non-concurrent multiple baseline design. Parents completed semi-structured interviews, questionnaires and daily diaries to assess their child’s anxiety symptoms, parental practices and parental stress. Results indicated that five of six children no longer met the criteria for SAD diagnosis after treatment and at 3-month follow-up. Moreover, the daily diaries showed that four of six children presented a systematic favourable change of the total weekly frequency of SAD symptoms. Finally, four mothers reported a decrease in overprotection, but we observed no changes in parental stress.	Anxiety disorders , Behavioural family intervention , CBT , Single case experimental design , Childhood anxiety	en	24944.0
36	Comprehension of concrete and abstract words in patients with selective anterior temporal lobe resection and in patients with selective amygdalo-hippocampectomy	The role of the anterior temporal lobe (ATL) in semantic memory is now firmly established. There is still controversy, however, regarding the specific role of this region in processing various types of concepts. There have been reports of patients suffering from semantic dementia (SD), a neurodegenerative condition in which the ATL are damaged bilaterally, who present with greater semantic impairment for concrete concepts than for abstract concepts, an effect known as reversal of the concreteness effect. This effect has previously been interpreted as reflecting degraded visual-perceptual features of objects due to damage to the inferior temporal lobes such as is observed in SD. Temporal lobe atrophy in SD, however, is bilateral even if it usually predominates to the left ATL, and it has been found to extend beyond the ATL, throughout the temporal lobes including medial and posterior temporal lobe regions. The question therefore remains whether greater impairment for concrete concepts results from damage to the ATL or from damage to the visual association cortex, and if unilateral damage can produce such a deficit. The aim of the present study was to investigate the processing of concrete and abstract words in rare patients who underwent a selective ATL surgical resection, and to compare their performance with that of patients with selective medial temporal lobe damage sparing the ATL region. Seven patients with a selective unilateral anterior temporal resection (ATL), 15 patients with a selective unilateral amygdalo-hippocampectomy (SeAH), and 15 healthy ageand education-matched controls underwent detailed neuropsychological assessment and carried out a semantic similarity judgement task evaluating their comprehension of concrete and abstract words. Results showed that both ATL and SeAH groups were significantly impaired on the semantic task relative to the control group. Within the patient groups, however, comprehension of concrete words was significantly more impaired than that of abstract words in the ATL group, while comprehension of abstract and concrete words was equally affected in the SeAH group. Results of this study suggest that the ATL region may play a critical role in processing concrete concepts, and that the reversal of the concreteness effect observed in ATL patients may result from damage to a categorical organization underlying the representation of concrete concepts.	Semantic memory , Concrete words , Abstract words , Reversal of the concreteness effect , Anterior temporal lobe	en	24943.0
37	Enhancing the effectiveness of cybercrime prevention through policy monitoring	This article examines the feasibility of designing and implementing a cybercrime prevention monitoring approach to enhance the quality of knowledge about policies that aim to reduce the prevalence and impact of online harms. Despite very significant investments made by governments over the past decade to improve the cybersecurity of publicly and privately-operated computer systems, there is very limited systematic knowledge about what cybercrime prevention policies have been adopted in various parts of the world and even less knowledge about their effectiveness in reducing the exposure of individuals and organizations to cybercrime. Borrowing from the policy monitoring (or policy surveillance) methodology that was developed in a broad range of fields such as public health and education, this article argues that such an approach would be critical in advancing our understanding of what is being done to control cybercrime, what works, what doesn’t, and what is promising. This article provides an overview of the principles and benefits of the policy monitoring approach, reviews the main features of a sample of 18 policy monitoring platforms, assesses a dozen cybersecurity policy rating initiatives—concluding that very few of them include cybercrime in their framework, then provides a template for the creation of a dedicated cybercrime prevention monitoring tool that would benefit academics, policy-makers and practitioners.	Policy monitoring , Cybercrime prevention , Evidence-based cybersecurity	en	24940.0
38	Assessment of library liaison programs	Session Format: Lighting talks by three librarians interspersed with facilitated small group breakout activities and discussion. Objective: This session aims to further the conversation about the evolving nature of liaison roles and duties. Through activities, attendees will explore differences in liaison roles and examine the evolution of the liaison librarian in health sciences libraries. Facilitated activities provide an opportunity to brainstorm and discuss what’s next for the role of the liaison librarian. Attendees will share information about ways to assess liaison duties and gain insights that further develop their familiarity with functional support models and other methods to support library users.Instructional  Methods: Lightning talks will present background information on three topics relevant to liaison models. The attendees will further explore these topics through inquiry-based learning activities. Using a participant-centered teaching approach, attendees will work collaboratively with information related to the lightning talk topic, summarize and categorize this information, arrive at questions based on their own experience that further elucidate the content, and then synthesize group findings by sharing back finding with all participants. Facilitators will float among the tables to provide guidance on all activities. Participant Engagement: Participants will be asked to respond to lightning talks through a combination of facilitated small group activities and discussion based on Liberating Structures activity plans. During the activities and discussion, participants will record notes and takeaways into a shared online document that will combine across all groups and will be shared with participants and broader MLA membership after the conference as a follow-up.	Évaluation , Assessment , Bibliothécaires universitaires , Academic librarians , Bibliothécaires disciplinaires , Liaison librarians	en	24939.0
39	Highly active, entirely biobased antimicrobial Pickering emulsions	We present the development of surfactant‐free, silica‐free and fully biobased oil‐in‐water antimicrobial Pickering emulsions, based on the self‐assembly of b ‐cyclodextrin and phytoantimicrobial oils (terpinen‐4‐ol or carvacrol). Undecylenic acid (UA), derived from castor oil, can be used as bio‐based drug to treat fungal infection, but is less effective than petroleum‐based drugs as azole derivatives. To maximize its antifungal potential, we have incorporated UA in fully biobased Pickering emulsions. These emulsions are effective against fungi, Gram‐positive and Gram‐negative bacteria. The carvacrol emulsion charged with UA is +390 % and +165 % more potent against methicillin‐resistant S. aureus (MRSA), compared to UA and azole‐based commercial formulations. Moreover, this emulsion is up to +480 % more efficient that UA ointment against C. albicans . Finally, remarkable eradication of E. coli and MRSA biofilms was obtained with this environmental‐friendly emulsion.	Biobased formulation , Pickering emulsion , Antimicrobial , Antibiofilm	en	24938.0
40	"Communicating science in the digital and social media ecosystem : scoping review and typology of strategies used by
health scientists"	Background: The public's understanding of science can be influential in a wide range of areas related to public health, including policy making and self-care. Through the digital and social media ecosystem, health scientists play a growing role in public science communication (SC).  Objective: This review aimed to (1) synthesize the literature on SC initiated by health scientists targeting the public in the digital and social media ecosystem and (2) describe the SC strategies and communication channels used.  Methods: This scoping review was based on the Joanna Briggs Institute Methodological Framework. A systematic search was performed in 6 databases (January 2000 to April 2018). Title and abstract screening, full-text review, data charting, and critical appraisal were performed independently by two review authors. Data regarding included studies and communication channels were synthesized descriptively. A typology of SC strategies was developed using a qualitative and inductive method of data synthesis.  Results: Among 960 unique publications identified, 18 met inclusion criteria. A third of publications scored good quality (6/18, 33%), half scored moderate quality (9/18, 50%), and less than a fifth scored low quality (3/18, 16%). Overall, 75 SC strategies used by health scientists were identified. These were grouped into 9 types: content, credibility, engagement, intention, linguistics, planification, presentation, social exchange, and statistics. A total of 5 types of communication channels were identified: social networking platforms (eg, Twitter), content-sharing platforms (eg, YouTube), digital research communities (eg, ResearchGate), personal blogs and websites (eg, WordPress), and social news aggregation and discussion platforms (eg, Reddit).  Conclusions: Evidence suggests that multiple types of SC strategies and communication channels are used by health scientists concurrently. Few empirical studies have been conducted on SC by health scientists in the digital and social media ecosystem. Future studies should examine the appropriateness and effectiveness of SC strategies for improving public health-related outcomes and identify the barriers, facilitators, and ethical considerations inherent to the involvement of health scientists in the digital and social media ecosystem.	Health communication , Internet , Patient participation , Public health , Social media	en	24936.0
41	Children with persistent versus transient early language delay : language, academic, and psychosocial outcomes in elementary school	Purpose: The objective of this study was to compare children with persistent versus transient preschool language delay on language, academic, and psychosocial outcomes in elementary school. Method: Children with persistent language delay (n = 30), transient language delay (n = 29), and no language delay (controls; n = 163) were identified from a population-based sample of twins. They were compared on language skills, academic achievement, and psychosocial adjustment in kindergarten and Grades 1, 3, 4, and 6. Results: Children with persistent language delay continued to show language difficulties throughout elementary school. Furthermore, they had academic difficulties, in numeracy, and psychosocial difficulties (attention-deficit/hyperactivity disorder behaviors, externalizing behaviors, peer difficulties) from Grade 1 to Grade 6. Children with transient language delay did not differ from controls on language and academic performance. However, they showed more externalizing behaviors in kindergarten and peer difficulties in Grade 1 than controls. Conclusion: Difficulties at school age are widespread and enduring in those with persistent early language delay but appear specific to psychosocial adjustment in those with transient language delay.		en	24934.0
42	Au-delà de l’utilitarisme, vers une refondation des modèles de compétences informationnelles	Depuis une quarantaine d’années, l’extraordinaire bond technologique, médiatique et informationnel a bouleversé le rapport des individus aux objets de communication. Pour y faire face, plusieurs institutions du monde anglo-saxon ont appréhendé le sujet comme une nouvelle littératie à enseigner à l’usager·ère, particulièrement en termes d’habiletés. Depuis les années 1990, la recherche francophone a toutefois vu se développer le concept de culture informationnelle qui amène à interroger davantage le rapport individuel et collectif vis-à-vis de l’information. Quoique ces deux traditions conceptuelles mettent l’accent sur des enjeux différents, l’interdépendance des questions soulevées semble prise en compte dans de nouvelles modélisations. Au premier chef, la translittératie et, surtout, la métalittératie peuvent se présenter comme la pierre angulaire d’une refondation des compétences sur des bases qui fédéreraient les littératie et culture informationnelles.		fr	24933.0
43	Évaluation de la condition physique et mentale de l’aîné : développement et mise à l’essai d’une intervention de pratique réflexive	Les personnes âgées en centre d'hébergement et de soins de longue durée (CHSLD), en raison de leur état de santé souvent précaire, nécessitent un suivi clinique qui passe, entre autres, par l’évaluation de leur condition physique et mentale. Pourtant, plusieurs études démontrent que les infirmières n’évaluent pas suffisamment l'état de santé des personnes à leur charge. Parmi les stratégies identifiées dans les écrits pour renforcer l’évaluation de la condition physique et mentale effectuée par l’infirmière, la pratique réflexive (PR) a été retenue, car elle favorise le développement et l’amélioration des compétences professionnelles de l’infirmière qui œuvre auprès des aînés (Dubé et Ducharme, 2014a). Basée sur une combinaison du Modèle de réflexion structurée de Johns (2006) et sur la Méthode de réflexion de Goudreau, Pepin et Lavoie (2013), une intervention de PR a été développée et mise à l’essai, auprès d’un groupe d’infirmières en CHSLD. Cinq infirmières ont ainsi partagé une situation clinique vécue, en lien avec l’évaluation physique et mentale d’un résident, qu’elles ont trouvée difficile ou problématique. Par la suite, des interventions reconnues en lien avec le sujet présenté ont été discutées. De plus, chaque participante a bénéficié d’un accompagnement clinique dans l’unité de soins, sur un sujet d’évaluation physique ou mentale de son choix. Les infirmières ont apprécié avoir pu discuter de cas réels et se disent plus outillées pour faire face aux situations complexes de soins. D’ailleurs, elles recommanderaient les rencontres de PR à leurs collègues, suggérant ainsi le maintien de ces rencontres dans leur établissement.	Pratique réflexive , Évaluation de la condition physique et mentale , Aîné , Personne âgée , CHSLD , Soins de longue durée , Reflective practice , Physical and mental health assessment , Senior , Old people , Long term care	fr	24931.0
44	Évaluation de la condition physique et mentale de l’aîné : développement et mise à l’essai d’une intervention de pratique réflexive	Seniors in residential and long-term care, due to their often precarious state of health, require clinical follow-up, which includes assessing their physical and mental condition. Yet, several studies show that nurses do not adequately assess the health-status of their dependents. Among the strategies identified in the literature to strengthen the assessment of physical and mental condition, reflective practice (RP) stood out. It promotes the development and enhancement of the professional competency of nurses who work with elders (Dubé et Ducharme, 2014a). Based on a combination of Johns' Structured Reflection Model (Johns, 2006) and Goudreau et al. (2013) Reflection Method, a RP intervention was developed and tested with a group of nurses in long term care. Five nurses each shared a difficult or problematic clinical situation experienced in connection with physical and mental assessment. Subsequently, best practices’ interventions in relation to the topic presented were discussed. In addition, each participant benefited from clinical support on her care unit, with her choice of subject of physical or mental evaluation. The nurses appreciated being able to discuss real cases and felt they were better equipped to deal with complex care situations. Moreover, they would recommend meetings of RPs to their colleagues, thus suggesting the maintenance of these meetings in their institution.	Pratique réflexive , Évaluation de la condition physique et mentale , Aîné , Personne âgée , CHSLD , Soins de longue durée , Reflective practice , Physical and mental health assessment , Senior , Old people , Long term care	en	24931.0
45	Identité et bien-être des adultes latino-américains en couple immigrants au Canada	Lors de l’immigration, les individus sont appelés à entrer en contact avec la nouvelle société et le rapport entre l’identité de la culture d’origine et celle de la culture d’accueil serait déterminant pour le bien-être de l’individu. Développer une cohérence entre les deux cultures, c’est-à-dire leur accorder une importance égale, est associé à un bien-être élevé. Cependant, malgré l’importance du phénomène de l’intégration identitaire, les recherches portant sur ce sujet l’ont considéré exclusivement comme étant une conséquence de la relation entre l’individu et la culture, sans jamais prendre en compte que les individus immigrent souvent en couple. La présente recherche visait à évaluer la relation entre l'intégration des identités culturelles, l'intégration de l'identité du partenaire dans le soi et le bien-être chez 239 individus latino-américains dans une relation de couple et ayant immigré au Canada. Plus particulièrement, cette recherche visait à déterminer si l’intégration de l’identité du partenaire dans le soi peut avoir un impact sur le bien-être des individus en couple lorsque ceux-ci intègrent leurs identités culturelles. Les données obtenues avec deux échelles différentes d’intégration identitaire (MULTIIS et IOS) ont révélé que plus un individu intègre ses identités culturelles, plus il intégrera l’identité de son partenaire dans le soi, ce qui l’amènera à ressentir plus de bien-être. Plus spécifiquement, cette étude a démontré que l’intégration des identités culturelles favorise l’intégration de l’identité du partenaire dans le soi qui, en retour, aura un impact positif sur le bien-être.	Identité , Bien-être , Immigration , Couples , Latino-américains	fr	24928.0
46	Identité et bien-être des adultes latino-américains en couple immigrants au Canada	During immigration, individuals are asked to come into contact with the new society and the relationship between the identity of the culture of origin and that of the host culture would be decisive for the well-being of the individual. Developing coherence between the two cultures, i.e. giving them equal importance, is associated with high well-being. However, despite the importance of the phenomenon of identity integration, research on this subject has considered it exclusively as a consequence of the relationship between the individual and the culture, without ever taking into account that individuals often immigrate as a couple. The present research aimed to assess the relationship between the integration of cultural identities, the integration of the identity of the partner in the self and well-being among 239 Latin American individuals in a couple relationship and who have immigrated to Canada. More specifically, this research aimed to determine whether the integration of the identity of the partner into the self can have an impact on the well-being of individuals in a couple when they integrate their cultural identities. The data obtained with two different scales of identity integration (MULTIIS and IOS) revealed that the more an individual integrates their cultural identities, the more they will integrate the identity of their partner in the self, which will lead them to feel more well-being. More specifically, this study demonstrated that the integration of cultural identities promotes the integration of the partner's identity into the self which, in turn, will have a positive impact on well-being.	Identité , Bien-être , Immigration , Couples , Latino-américains	en	24928.0
47	Wikidata pour la recherche	Fonctionnement de Wikidata et de sa gestion centralisée de métadonnées liées à de multiples bases de données. Exemples d'utilisation de Wikidata pour explorer et soutenir un projet de recherche, pour les identifiants pérennes de chercheur et pour la facilitation de la gestion de données de recherche. Discussion sur la robustesse de Wikidata (technique, gouvernance, sociale).	Wikidata , Ontologie , SPARQL , Identifiant pérenne , Gestion des données de recherche	fr	24926.0
48	Debriefing approaches for high-fidelity simulations and outcomes related to clinical judgment in baccalaureate nursing students	Simulation followed by debriefing is increasingly common in clinical nursing education. Yet, limited studies have compared approaches to debriefing—the portion of simulations where participants re-examine and make sense of their experience. In this study, 120 baccalaureate nursing students in Quebec were randomized to receive one of two types of debriefing (selfassessment with Plus-Delta vs. guided reflection using a structured tool with REsPoND) after each of four simulations (a hemorrhage scenario, two sepsis scenarios, and a trauma simulation) during which their situation awareness was measured as a proxy for their clinical judgment. Unexpectedly, situation awareness scores showed little to no consistency across students or simulations and no clear improvements over time were noted, which rendered the comparison of the debriefing approaches across scenarios problematic. However, when comparing the two iterations of the sepsis scenario, students who participated in a reflective debriefing showed greater improvement in their recognition of abnormalities in patient vital signs and level of consciousness than students whose debriefing involved self-assessment.	Debriefing , Reflection , Patient deterioration , Clinical judgment , Situation awareness , Simulation	en	24925.0
49	Perceptions of emergency medicine residents of multisource feedback : different, relevant, and useful information	Objective Multisource feedback is a process through which different members of the care team assess and provide feedback on residents’ competencies, usually those that are less often addressed by traditional assessment methods (i.e., communication, collaboration, professionalism). Feasibility and reliability of multisource feedback have been addressed in prior research. The present study explored emergency residents’ perceptions of multisource feedback provided by teaching physicians, nurses, and patients they have worked with during a rotation in an emergency department.  Methods A multisource feedback intervention was proposed to residents during nine months in the emergency department of a tertiary-care university hospital. Residents distributed feedback questionnaires to physicians, nurses, and patients that focused on competencies (collaboration, communication, and professionalism) from the CanMEDS framework. Responses were compiled and reported to participating residents. To assess residents’ perceptions of multisource feedback, semi-structured group and individual interviews were held three months after the intervention. Transcripts were analyzed qualitatively following Miles and Huberman’s method for intra-site case analysis.  Results According to residents (n=10), each source (physicians, nurses, patients) provided relevant comments that differed significantly in their content. Physicians focused primarily on medical expertise, nurses addressed competencies related to leadership, collaboration, and communication, and patients commented on the competencies of professionalism and communication. Residents concluded that obtaining feedback from nurses and patients was acceptable and useful. They reported modifying certain behaviours after receiving the multisource feedback.   Conclusion Residents perceived the multisource feedback to be acceptable and useful for the assessment of medical competencies such as communication, collaboration, professionalism, and leadership.		en	24923.0
50	"Countering distrust in illicit online networks : the dispute resolution strategies of
cybercriminals"	The core of this paper is a detailed investigation of the dispute resolution system contained within Darkode, an elite cybercriminal forum. Extracting the dedicated disputes section from within the marketplace, where users can report bad behaviour and register complaints, we carry out content analysis on these threads. This involves both descriptive statistics across the dataset and qualitative analysis of particular posts of interest, leading to a number of new insights. First, the overall level of disputes is quite high, even though members are vetted for entry in the first instance. Second, the lower ranked members of the marketplace are the most highly represented category for both the plaintiffs and defendants. Third, vendors are accused of malfeasance far more often than buyers, and that their “crimes” are most commonly either not providing the product/service or providing a poor one. Fourth, the monetary size of the disputes is surprisingly small. Finally, only 23.1% of disputes reach a clear outcome.	Cybercrime , Dispute resolution , Governance , Closed forums & marketplaces , Content analysis	en	24922.0
